student_key,programme,faculty,gender,international_flag,study_level,length_of_stay_months,avg_wellbeing,avg_stress,avg_sleep,avg_loneliness,used_support
STU-00296,Computing,Technology,Female,1,Undergraduate,25,65.07,47.4,6.6,56.97,0
STU-00297,Engineering,Engineering,Male,0,Undergraduate,34,67.5,50.9,5.73,47.13,0
STU-00298,Health,Health,Male,1,Undergraduate,44,69.4,48.23,6.3,59.83,0
STU-00299,Social Sciences,Social Sciences,Male,0,Undergraduate,16,77.5,34.7,5.87,53.33,0
STU-00300,Computing,Technology,Female,1,Postgraduate,48,73.53,43.5,6.07,33.8,0
STU-00301,Business,Business,Female,0,Postgraduate,41,71.23,51.23,6.7,51.53,1
STU-00302,Business,Business,Prefer not to say,1,Undergraduate,6,75.93,43.13,6.07,36.97,0
STU-00303,Arts,Humanities,Prefer not to say,1,Postgraduate,38,83.27,30.93,6.43,50.4,0
STU-00304,Engineering,Engineering,Non-binary,0,Postgraduate,20,75.27,36.13,6.63,40.13,0
STU-00305,Business,Business,Female,1,Undergraduate,45,64.7,47.97,5.63,42.4,0
STU-00306,Business,Business,Male,1,Undergraduate,3,59.8,51.2,6.03,54.7,0
STU-00307,Computing,Technology,Male,0,Undergraduate,34,75.1,40.0,6.5,45.43,0
STU-00308,Computing,Technology,Male,1,Undergraduate,23,61.1,54.43,6.17,45.83,0
STU-00309,Engineering,Engineering,Female,0,Undergraduate,30,69.6,41.1,5.4,41.8,0
STU-00310,Computing,Technology,Female,0,Undergraduate,21,65.6,42.8,6.73,56.0,0
STU-00311,Health,Health,Female,0,Postgraduate,38,70.73,39.03,5.97,54.0,0
STU-00312,Social Sciences,Social Sciences,Female,0,Undergraduate,16,69.2,49.07,5.57,39.37,0
STU-00313,Health,Health,Male,0,Postgraduate,36,76.67,49.2,6.83,35.17,0
STU-00314,Computing,Technology,Male,0,Undergraduate,10,67.7,49.97,6.53,39.33,0
STU-00315,Computing,Technology,Female,0,Undergraduate,45,70.73,57.4,5.77,50.53,0
STU-00316,Health,Health,Female,1,Undergraduate,46,75.8,31.27,5.6,45.93,0
STU-00317,Health,Health,Prefer not to say,0,Undergraduate,9,67.9,50.77,6.63,51.1,0
STU-00318,Social Sciences,Social Sciences,Female,0,Postgraduate,9,66.93,49.77,5.6,45.03,1
STU-00319,Business,Business,Female,0,Undergraduate,26,79.2,35.4,5.57,41.2,0
STU-00320,Computing,Technology,Female,0,Undergraduate,30,78.5,43.93,5.47,51.67,0
STU-00321,Computing,Technology,Female,0,Postgraduate,35,68.37,52.97,6.43,29.23,0
STU-00322,Arts,Humanities,Female,1,Undergraduate,18,75.6,45.13,6.83,54.5,0
STU-00323,Computing,Technology,Female,0,Undergraduate,43,66.8,45.83,6.73,40.67,0
STU-00324,Arts,Humanities,Female,0,Postgraduate,16,79.6,39.9,6.43,54.97,0
STU-00325,Computing,Technology,Female,0,Undergraduate,36,69.37,53.43,6.47,45.97,0
STU-00326,Computing,Technology,Non-binary,0,Undergraduate,41,74.17,44.83,6.13,43.53,0
STU-00327,Social Sciences,Social Sciences,Male,1,Undergraduate,4,61.43,33.4,5.77,57.5,0
STU-00328,Computing,Technology,Non-binary,0,Undergraduate,33,63.43,49.3,6.3,46.8,1
STU-00329,Computing,Technology,Female,1,Undergraduate,26,71.87,51.1,5.43,59.17,0
STU-00330,Social Sciences,Social Sciences,Male,0,Undergraduate,30,74.5,47.8,6.6,34.07,0
STU-00331,Arts,Humanities,Female,1,Undergraduate,48,69.93,46.23,6.33,35.7,0
STU-00332,Engineering,Engineering,Male,0,Postgraduate,13,66.2,36.7,6.5,51.97,0
STU-00333,Business,Business,Male,0,Postgraduate,21,75.1,46.67,6.67,43.5,0
STU-00334,Engineering,Engineering,Male,0,Undergraduate,14,59.93,52.03,5.8,41.23,1
STU-00335,Engineering,Engineering,Male,1,Postgraduate,16,58.27,39.93,6.13,37.13,0
STU-00336,Business,Business,Female,0,Undergraduate,17,71.63,43.2,6.53,40.93,0
STU-00337,Computing,Technology,Male,1,Postgraduate,23,71.43,44.17,6.0,55.7,0
STU-00338,Arts,Humanities,Male,0,Undergraduate,35,74.63,45.0,6.27,48.33,0
STU-00339,Arts,Humanities,Female,1,Postgraduate,44,71.6,49.57,6.2,47.07,0
STU-00340,Business,Business,Male,0,Undergraduate,24,76.13,30.1,6.37,49.47,0
STU-00341,Arts,Humanities,Male,0,Undergraduate,39,73.93,47.83,6.27,42.77,0
STU-00342,Health,Health,Male,0,Undergraduate,29,81.73,49.57,5.8,41.07,0
STU-00343,Arts,Humanities,Male,0,Undergraduate,19,83.7,33.43,6.37,42.3,0
STU-00344,Engineering,Engineering,Male,1,Undergraduate,12,64.43,50.5,6.2,36.0,0
STU-00345,Engineering,Engineering,Female,0,Undergraduate,40,73.93,47.97,5.6,49.53,0
STU-00346,Business,Business,Male,0,Postgraduate,47,78.03,47.6,7.77,46.77,1
STU-00347,Computing,Technology,Female,0,Undergraduate,22,71.13,60.23,6.4,42.7,1
STU-00348,Engineering,Engineering,Female,1,Undergraduate,44,66.33,50.6,5.63,41.83,0
STU-00349,Business,Business,Non-binary,0,Undergraduate,20,76.93,41.5,6.77,43.93,0
STU-00350,Engineering,Engineering,Female,1,Undergraduate,2,54.27,50.5,5.53,62.33,0
STU-00351,Computing,Technology,Male,0,Undergraduate,6,65.57,43.5,6.03,50.77,0
STU-00352,Engineering,Engineering,Male,0,Postgraduate,31,71.57,46.77,7.23,45.43,0
STU-00353,Computing,Technology,Female,1,Undergraduate,44,68.57,47.73,6.47,41.07,0
STU-00354,Computing,Technology,Female,1,Undergraduate,6,62.27,52.93,5.97,41.73,0
STU-00355,Computing,Technology,Female,0,Undergraduate,17,68.27,42.63,5.9,47.3,0
STU-00356,Computing,Technology,Male,0,Postgraduate,48,75.67,43.33,5.3,38.47,0
STU-00357,Engineering,Engineering,Female,0,Undergraduate,38,68.43,49.7,5.67,49.93,0
STU-00358,Engineering,Engineering,Female,0,Undergraduate,16,61.07,49.87,6.7,46.67,0
STU-00359,Health,Health,Female,1,Postgraduate,21,72.07,35.37,5.8,44.1,0
STU-00360,Health,Health,Male,0,Undergraduate,32,76.23,47.53,6.43,48.33,0
STU-00361,Business,Business,Male,0,Postgraduate,16,66.2,35.1,6.57,56.0,0
STU-00362,Business,Business,Prefer not to say,0,Undergraduate,8,62.37,45.97,5.47,39.87,0
STU-00363,Engineering,Engineering,Female,0,Undergraduate,26,68.77,56.3,6.27,39.53,0
STU-00364,Engineering,Engineering,Female,0,Postgraduate,23,71.13,49.83,6.37,43.1,0
STU-00365,Computing,Technology,Male,1,Postgraduate,22,67.3,49.2,6.27,40.53,0
STU-00366,Arts,Humanities,Female,0,Undergraduate,39,90.67,30.43,7.0,39.33,0
STU-00367,Computing,Technology,Female,0,Undergraduate,48,58.17,44.8,5.97,58.73,0
STU-00368,Engineering,Engineering,Female,0,Postgraduate,28,76.0,46.03,5.93,48.0,0
STU-00369,Health,Health,Female,0,Undergraduate,17,73.33,45.43,5.9,53.3,0
STU-00370,Business,Business,Female,0,Postgraduate,15,71.47,43.87,5.53,43.63,0
STU-00371,Computing,Technology,Male,0,Undergraduate,37,80.67,39.43,6.63,41.4,0
STU-00372,Health,Health,Female,1,Undergraduate,44,76.07,40.0,5.5,52.57,0
STU-00373,Social Sciences,Social Sciences,Female,1,Undergraduate,21,67.6,47.13,6.03,43.1,0
STU-00374,Health,Health,Female,0,Postgraduate,19,71.53,50.03,6.23,52.03,0
STU-00375,Engineering,Engineering,Male,0,Undergraduate,25,69.63,34.13,5.87,35.73,0
STU-00376,Arts,Humanities,Female,0,Undergraduate,15,66.9,52.03,5.37,41.6,0
STU-00377,Arts,Humanities,Female,1,Postgraduate,6,67.33,38.17,6.47,60.27,0
STU-00378,Engineering,Engineering,Female,1,Undergraduate,11,61.07,46.67,6.27,31.33,0
STU-00379,Health,Health,Male,0,Undergraduate,32,76.47,42.1,6.9,34.17,0
STU-00380,Engineering,Engineering,Female,0,Undergraduate,27,71.6,48.37,6.7,37.53,0
STU-00381,Engineering,Engineering,Female,0,Undergraduate,20,69.0,51.7,6.07,40.77,0
STU-00382,Business,Business,Female,1,Undergraduate,44,74.1,38.2,7.03,36.57,0
STU-00383,Health,Health,Female,0,Undergraduate,19,86.13,34.4,7.27,54.6,0
STU-00384,Arts,Humanities,Male,0,Undergraduate,19,76.8,44.77,5.83,43.5,0
STU-00385,Social Sciences,Social Sciences,Male,1,Undergraduate,34,70.8,35.7,6.17,43.7,0
STU-00386,Health,Health,Female,1,Undergraduate,16,68.8,43.03,6.27,42.53,0
STU-00387,Business,Business,Male,0,Postgraduate,48,79.9,44.77,6.1,38.13,0
STU-00388,Computing,Technology,Female,1,Undergraduate,16,58.2,60.9,6.47,47.0,0
STU-00389,Computing,Technology,Male,0,Undergraduate,12,71.0,53.0,5.93,45.7,1
STU-00390,Computing,Technology,Male,0,Postgraduate,16,74.73,52.87,6.57,34.67,0
STU-00391,Arts,Humanities,Male,1,Undergraduate,47,62.3,57.43,5.9,45.03,0
STU-00392,Health,Health,Female,0,Postgraduate,11,58.53,52.07,6.5,51.13,1
STU-00393,Computing,Technology,Male,1,Undergraduate,32,69.37,40.03,6.37,36.23,0
STU-00394,Business,Business,Male,0,Undergraduate,4,68.7,45.7,6.63,51.4,0
STU-00395,Arts,Humanities,Male,0,Undergraduate,23,77.03,53.67,6.8,50.33,0
STU-00396,Arts,Humanities,Male,0,Postgraduate,21,69.63,47.43,6.0,47.43,0
STU-00397,Arts,Humanities,Female,0,Undergraduate,10,74.57,34.27,5.97,57.8,0
STU-00398,Business,Business,Male,0,Undergraduate,39,66.73,39.4,5.73,35.8,0
STU-00399,Business,Business,Female,0,Undergraduate,26,77.4,44.43,6.5,54.73,0
STU-00400,Business,Business,Female,1,Undergraduate,13,64.6,55.6,6.03,41.23,1
STU-00401,Computing,Technology,Male,0,Undergraduate,1,60.87,43.8,6.57,46.53,0
STU-00402,Health,Health,Female,0,Undergraduate,26,74.33,32.63,6.17,41.43,0
STU-00403,Engineering,Engineering,Female,0,Undergraduate,44,71.2,49.77,6.7,33.57,0
STU-00404,Health,Health,Male,1,Undergraduate,42,69.83,41.77,6.1,41.3,0
STU-00405,Arts,Humanities,Female,0,Postgraduate,9,71.0,46.2,6.2,56.7,0
STU-00406,Health,Health,Male,1,Postgraduate,26,70.3,44.4,6.6,47.5,0
STU-00407,Social Sciences,Social Sciences,Male,0,Undergraduate,32,79.4,42.83,6.87,45.8,0
STU-00408,Health,Health,Female,0,Undergraduate,45,74.6,36.67,5.7,45.43,0
STU-00409,Engineering,Engineering,Female,0,Postgraduate,5,66.8,39.7,6.33,42.2,0
STU-00410,Computing,Technology,Female,1,Undergraduate,3,65.37,41.87,6.17,42.2,0
STU-00411,Health,Health,Prefer not to say,0,Undergraduate,19,75.67,46.63,6.0,51.73,0
STU-00412,Health,Health,Prefer not to say,0,Postgraduate,4,63.2,43.0,6.3,54.9,0
STU-00413,Health,Health,Female,1,Undergraduate,1,65.27,50.9,5.83,43.63,0
STU-00414,Engineering,Engineering,Male,1,Undergraduate,14,68.57,55.1,6.4,33.6,0
STU-00415,Engineering,Engineering,Female,0,Undergraduate,16,64.43,38.33,6.03,25.8,0
STU-00416,Computing,Technology,Male,0,Postgraduate,15,60.63,44.83,6.07,45.33,1
STU-00417,Arts,Humanities,Male,0,Postgraduate,10,69.0,55.3,5.43,42.1,1
STU-00418,Business,Business,Male,0,Undergraduate,36,71.97,42.77,6.5,53.17,0
STU-00419,Health,Health,Female,1,Postgraduate,33,71.57,45.93,6.07,45.27,0
STU-00420,Arts,Humanities,Female,1,Undergraduate,12,67.5,51.9,5.97,41.13,0
STU-00421,Arts,Humanities,Male,0,Postgraduate,18,66.3,54.4,6.3,51.77,0
STU-00422,Health,Health,Male,0,Undergraduate,27,70.8,49.07,5.8,45.13,1
STU-00423,Computing,Technology,Female,0,Postgraduate,27,68.67,38.77,5.6,57.7,0
STU-00424,Social Sciences,Social Sciences,Female,0,Undergraduate,17,71.53,42.97,6.2,53.87,0
STU-00425,Engineering,Engineering,Female,0,Undergraduate,35,78.53,41.97,7.0,49.67,0
STU-00426,Health,Health,Female,0,Undergraduate,43,70.77,50.73,6.23,32.7,0
STU-00427,Computing,Technology,Female,0,Postgraduate,47,74.63,47.33,6.17,44.23,0
STU-00428,Engineering,Engineering,Prefer not to say,1,Undergraduate,31,67.2,39.17,6.8,35.1,0
STU-00429,Business,Business,Male,0,Undergraduate,31,74.13,43.1,6.87,48.73,0
STU-00430,Engineering,Engineering,Female,0,Undergraduate,12,67.8,39.47,6.33,28.6,0
STU-00431,Health,Health,Female,0,Postgraduate,28,71.87,56.17,6.77,54.2,0
STU-00432,Business,Business,Male,1,Undergraduate,26,77.53,49.3,5.37,41.87,0
STU-00433,Business,Business,Prefer not to say,0,Undergraduate,10,64.03,56.57,6.3,35.5,0
STU-00434,Computing,Technology,Female,1,Undergraduate,6,68.0,43.93,6.43,47.77,0
STU-00435,Health,Health,Male,1,Undergraduate,7,57.97,50.0,6.67,44.57,0
STU-00436,Health,Health,Female,0,Postgraduate,35,76.63,49.97,6.5,40.7,0
STU-00437,Social Sciences,Social Sciences,Male,1,Undergraduate,17,74.03,40.8,6.37,28.87,0
STU-00438,Business,Business,Male,1,Postgraduate,14,67.2,37.3,5.97,37.0,0
STU-00439,Computing,Technology,Female,0,Undergraduate,10,74.4,34.83,7.23,47.9,0
STU-00440,Health,Health,Female,0,Undergraduate,40,74.83,35.03,6.67,49.6,0
STU-00441,Computing,Technology,Female,0,Postgraduate,16,71.47,39.23,5.83,43.93,0
STU-00442,Social Sciences,Social Sciences,Male,0,Postgraduate,20,67.97,41.97,5.9,29.43,0
STU-00443,Business,Business,Female,0,Postgraduate,37,68.13,48.03,6.37,46.9,0
STU-00444,Business,Business,Male,0,Undergraduate,20,67.63,49.07,5.33,35.7,1
STU-00445,Arts,Humanities,Male,0,Undergraduate,13,70.13,49.6,7.0,48.23,0
STU-00446,Health,Health,Male,0,Undergraduate,8,69.57,47.73,5.87,40.27,0
STU-00447,Business,Business,Prefer not to say,1,Undergraduate,4,67.93,31.4,7.1,47.87,0
STU-00448,Business,Business,Female,0,Undergraduate,39,70.97,48.27,5.3,33.53,0
STU-00449,Social Sciences,Social Sciences,Male,0,Undergraduate,13,75.63,45.3,6.37,42.07,0
STU-00450,Arts,Humanities,Male,0,Undergraduate,22,72.03,46.9,6.2,51.47,1
STU-00451,Social Sciences,Social Sciences,Male,0,Undergraduate,24,84.3,33.07,6.87,40.93,0
STU-00452,Engineering,Engineering,Female,0,Undergraduate,3,55.9,52.4,5.43,50.97,0
STU-00453,Engineering,Engineering,Male,0,Undergraduate,1,62.6,47.97,6.3,45.03,0
STU-00454,Computing,Technology,Non-binary,1,Undergraduate,6,64.27,45.87,5.77,45.63,0
STU-00455,Engineering,Engineering,Female,0,Undergraduate,24,75.1,50.47,6.07,54.67,0
STU-00456,Arts,Humanities,Prefer not to say,1,Undergraduate,47,71.2,48.13,6.83,42.07,0
STU-00457,Health,Health,Female,0,Undergraduate,47,75.9,46.37,5.4,37.67,0
STU-00458,Business,Business,Male,0,Undergraduate,47,72.4,40.67,5.87,47.57,0
STU-00459,Health,Health,Female,0,Undergraduate,2,71.63,43.4,7.07,54.5,0
STU-00460,Social Sciences,Social Sciences,Male,0,Undergraduate,24,76.03,47.47,5.5,46.03,0
STU-00461,Business,Business,Male,1,Postgraduate,34,68.17,41.2,4.73,43.4,0
STU-00462,Engineering,Engineering,Female,1,Undergraduate,10,60.17,39.6,7.33,39.13,0
STU-00463,Engineering,Engineering,Male,0,Postgraduate,9,70.1,48.27,6.0,45.7,1
STU-00464,Computing,Technology,Male,0,Undergraduate,18,68.8,44.67,6.27,42.33,0
STU-00465,Social Sciences,Social Sciences,Male,0,Postgraduate,25,69.53,49.63,6.23,60.67,0
STU-00466,Social Sciences,Social Sciences,Male,0,Undergraduate,13,64.97,53.4,5.47,39.1,0
STU-00467,Health,Health,Male,0,Undergraduate,21,72.63,50.37,5.6,48.17,0
STU-00468,Business,Business,Male,1,Postgraduate,12,66.13,49.7,6.57,50.1,0
STU-00469,Computing,Technology,Female,0,Undergraduate,35,70.4,38.97,5.63,55.37,0
STU-00470,Business,Business,Female,0,Undergraduate,4,63.97,52.87,5.63,40.5,0
STU-00471,Business,Business,Non-binary,0,Postgraduate,24,77.73,59.2,7.1,38.83,0
STU-00472,Social Sciences,Social Sciences,Non-binary,0,Postgraduate,15,74.13,44.5,6.83,51.3,0
STU-00473,Social Sciences,Social Sciences,Male,1,Undergraduate,2,58.9,39.13,6.0,53.87,0
STU-00474,Computing,Technology,Female,1,Undergraduate,18,72.8,46.1,6.87,51.3,0
STU-00475,Health,Health,Female,1,Undergraduate,34,73.33,47.1,6.5,43.67,0
STU-00476,Engineering,Engineering,Female,0,Postgraduate,17,64.97,57.43,6.43,41.1,0
STU-00477,Health,Health,Female,0,Postgraduate,26,74.17,47.7,6.1,33.4,0
STU-00478,Engineering,Engineering,Male,1,Postgraduate,17,72.27,34.9,6.03,43.43,0
STU-00479,Business,Business,Male,0,Undergraduate,4,69.1,42.9,6.0,62.77,0
STU-00480,Business,Business,Female,0,Undergraduate,37,71.87,52.53,5.67,39.23,0
STU-00481,Arts,Humanities,Male,0,Undergraduate,18,73.17,52.47,6.83,44.87,0
STU-00482,Business,Business,Male,0,Undergraduate,6,61.67,38.67,6.37,42.9,0
STU-00483,Computing,Technology,Male,0,Undergraduate,43,70.33,41.13,6.43,33.5,0
STU-00484,Health,Health,Male,0,Undergraduate,27,76.27,49.87,6.63,38.13,0
STU-00485,Business,Business,Male,0,Postgraduate,25,67.4,48.33,5.93,50.27,0
STU-00486,Computing,Technology,Male,0,Undergraduate,46,68.53,48.07,5.97,32.43,0
STU-00487,Arts,Humanities,Male,0,Postgraduate,46,82.43,46.07,6.83,42.57,0
STU-00488,Arts,Humanities,Male,0,Undergraduate,31,71.83,42.23,6.0,40.73,0
STU-00489,Health,Health,Male,0,Undergraduate,2,70.93,34.7,6.07,48.27,0
STU-00490,Social Sciences,Social Sciences,Female,1,Undergraduate,28,72.1,51.07,6.9,50.93,0
STU-00491,Social Sciences,Social Sciences,Female,0,Postgraduate,6,70.53,45.73,5.77,52.43,0
STU-00492,Arts,Humanities,Female,0,Postgraduate,5,63.8,50.23,5.67,51.07,0
STU-00493,Health,Health,Non-binary,0,Postgraduate,44,73.67,44.03,6.57,46.93,0
STU-00494,Engineering,Engineering,Female,0,Undergraduate,16,69.67,49.83,6.0,47.73,0
STU-00495,Computing,Technology,Male,1,Postgraduate,20,74.73,45.27,6.77,51.9,0
STU-00496,Health,Health,Male,1,Postgraduate,27,64.93,51.87,6.4,36.17,0
STU-00497,Engineering,Engineering,Male,1,Undergraduate,42,56.5,54.4,6.1,39.67,0
STU-00498,Health,Health,Male,0,Undergraduate,14,78.6,33.9,7.5,32.7,0
STU-00499,Arts,Humanities,Male,0,Undergraduate,10,63.3,63.3,5.53,37.13,0
STU-00500,Computing,Technology,Male,0,Undergraduate,4,66.0,48.47,5.77,42.47,0
STU-00501,Arts,Humanities,Male,1,Postgraduate,19,61.5,57.87,5.1,53.43,0
STU-00502,Engineering,Engineering,Male,1,Undergraduate,25,68.87,51.13,6.93,45.17,0
STU-00503,Engineering,Engineering,Female,0,Postgraduate,39,68.7,57.67,6.03,48.03,0
STU-00504,Arts,Humanities,Female,0,Undergraduate,25,77.93,45.33,5.6,25.03,0
STU-00505,Business,Business,Female,0,Undergraduate,32,68.07,50.0,6.03,53.23,0
STU-00506,Engineering,Engineering,Female,1,Undergraduate,37,64.3,55.73,5.77,57.8,0
STU-00507,Health,Health,Female,1,Undergraduate,28,71.97,42.77,6.83,45.43,0
STU-00508,Social Sciences,Social Sciences,Non-binary,1,Undergraduate,37,79.6,26.23,6.5,32.53,0
STU-00509,Engineering,Engineering,Female,0,Undergraduate,35,80.63,47.43,6.73,41.57,0
STU-00510,Business,Business,Male,0,Postgraduate,25,67.43,46.07,5.53,54.93,0
STU-00511,Business,Business,Female,1,Undergraduate,5,62.73,47.2,6.77,48.8,0
STU-00512,Computing,Technology,Female,0,Undergraduate,19,79.07,43.53,6.73,36.2,0
STU-00513,Health,Health,Male,1,Undergraduate,11,62.27,40.33,6.07,55.27,0
STU-00514,Health,Health,Female,0,Postgraduate,9,66.87,37.87,6.33,63.57,0
STU-00515,Arts,Humanities,Male,1,Undergraduate,24,70.67,46.4,6.67,43.63,0
STU-00516,Computing,Technology,Female,0,Undergraduate,46,77.17,47.2,7.2,51.57,0
STU-00517,Health,Health,Male,0,Undergraduate,20,68.27,40.43,6.17,39.93,0
STU-00518,Social Sciences,Social Sciences,Female,0,Undergraduate,3,69.8,38.9,6.53,44.37,0
STU-00519,Arts,Humanities,Female,0,Undergraduate,20,78.13,49.97,6.57,48.97,1
STU-00520,Health,Health,Male,0,Undergraduate,26,69.47,54.5,5.9,49.1,0
STU-00521,Engineering,Engineering,Prefer not to say,0,Postgraduate,22,69.33,47.37,6.17,43.63,0
STU-00522,Engineering,Engineering,Female,1,Postgraduate,47,61.97,54.53,6.37,40.67,1
STU-00523,Engineering,Engineering,Male,1,Undergraduate,41,64.0,43.7,6.47,41.57,1
STU-00524,Engineering,Engineering,Male,0,Undergraduate,27,76.03,39.9,6.63,45.23,0
STU-00525,Arts,Humanities,Female,0,Undergraduate,31,77.73,48.53,6.0,39.37,0
STU-00526,Business,Business,Male,0,Undergraduate,35,77.7,40.57,6.23,48.13,0
STU-00527,Social Sciences,Social Sciences,Male,1,Undergraduate,13,62.03,49.97,6.23,52.6,0
STU-00528,Arts,Humanities,Male,0,Undergraduate,10,64.03,40.93,6.0,50.0,0
STU-00529,Engineering,Engineering,Female,0,Undergraduate,5,65.53,59.1,6.27,38.83,0
STU-00530,Business,Business,Male,0,Postgraduate,42,74.73,43.63,6.33,51.13,0
STU-00531,Social Sciences,Social Sciences,Male,1,Undergraduate,23,73.7,41.2,6.07,45.77,0
STU-00532,Computing,Technology,Prefer not to say,0,Undergraduate,25,73.3,44.37,6.2,40.27,0
STU-00533,Business,Business,Female,0,Undergraduate,32,78.33,36.7,6.57,58.37,0
STU-00534,Business,Business,Male,0,Undergraduate,27,73.53,50.87,5.6,40.87,0
STU-00535,Engineering,Engineering,Male,0,Undergraduate,6,50.03,61.43,5.77,43.57,1
STU-00536,Business,Business,Prefer not to say,0,Undergraduate,42,74.63,45.67,7.17,54.43,0
STU-00537,Social Sciences,Social Sciences,Male,0,Undergraduate,9,68.27,48.57,6.37,51.1,0
STU-00538,Computing,Technology,Male,0,Undergraduate,44,76.33,45.73,6.63,40.97,0
STU-00539,Computing,Technology,Female,1,Undergraduate,37,67.13,55.8,6.33,38.6,0
STU-00540,Computing,Technology,Prefer not to say,1,Postgraduate,20,72.3,33.93,6.13,50.53,0
STU-00541,Business,Business,Female,0,Undergraduate,36,79.47,34.5,6.53,41.03,0
STU-00542,Health,Health,Prefer not to say,1,Undergraduate,42,75.3,47.1,6.57,50.37,0
STU-00543,Social Sciences,Social Sciences,Female,0,Undergraduate,10,64.87,52.73,5.9,27.8,0
STU-00544,Health,Health,Female,0,Postgraduate,3,67.97,40.83,6.1,62.53,0
STU-00545,Arts,Humanities,Non-binary,1,Undergraduate,42,71.73,58.8,6.53,46.97,0
STU-00546,Engineering,Engineering,Male,0,Postgraduate,27,69.73,50.37,5.93,52.77,0
STU-00547,Health,Health,Female,1,Postgraduate,13,72.27,36.83,7.1,34.63,0
STU-00548,Computing,Technology,Male,0,Undergraduate,34,72.87,42.17,6.8,38.27,0
STU-00549,Business,Business,Male,1,Undergraduate,11,60.4,52.4,6.1,29.9,1
STU-00550,Business,Business,Prefer not to say,0,Undergraduate,26,72.8,63.57,6.57,53.27,0
STU-00551,Engineering,Engineering,Non-binary,0,Undergraduate,18,71.87,43.8,6.07,37.9,0
STU-00552,Business,Business,Non-binary,0,Undergraduate,22,68.67,50.93,4.63,44.9,0
STU-00553,Social Sciences,Social Sciences,Male,0,Undergraduate,6,57.8,57.13,6.07,55.03,0
STU-00554,Computing,Technology,Female,0,Undergraduate,22,71.53,42.63,5.3,41.23,1
STU-00555,Computing,Technology,Male,0,Undergraduate,47,73.3,52.7,6.17,39.97,0
STU-00556,Business,Business,Male,0,Undergraduate,44,68.57,45.07,6.3,44.7,0
STU-00557,Engineering,Engineering,Female,0,Postgraduate,32,70.43,53.0,6.33,40.23,0
STU-00558,Computing,Technology,Female,0,Undergraduate,46,70.3,47.27,6.17,43.37,0
STU-00559,Computing,Technology,Male,1,Undergraduate,14,60.7,54.97,6.5,43.23,0
STU-00560,Computing,Technology,Female,0,Postgraduate,25,73.77,45.1,6.83,39.73,0
STU-00561,Business,Business,Male,0,Undergraduate,40,62.33,59.17,5.77,61.37,0
STU-00562,Social Sciences,Social Sciences,Female,1,Undergraduate,13,59.67,38.5,5.53,42.77,0
STU-00563,Engineering,Engineering,Female,1,Undergraduate,48,72.03,48.73,6.13,28.77,0
STU-00564,Business,Business,Male,1,Undergraduate,21,68.13,44.43,6.07,50.87,1
STU-00565,Social Sciences,Social Sciences,Female,0,Undergraduate,30,75.53,52.7,5.83,37.0,0
STU-00566,Health,Health,Male,0,Undergraduate,4,65.6,44.97,6.23,49.4,0
STU-00567,Social Sciences,Social Sciences,Female,1,Postgraduate,35,67.67,52.17,6.5,45.6,0
STU-00568,Social Sciences,Social Sciences,Female,0,Undergraduate,39,68.87,39.7,5.87,56.4,0
STU-00569,Engineering,Engineering,Male,0,Postgraduate,41,64.9,55.17,5.6,48.0,1
STU-00570,Social Sciences,Social Sciences,Female,0,Postgraduate,44,76.1,49.17,5.27,60.73,0
STU-00571,Social Sciences,Social Sciences,Female,0,Undergraduate,23,64.7,49.77,5.63,42.4,0
STU-00572,Health,Health,Female,0,Undergraduate,23,70.83,54.7,5.17,43.07,0
STU-00573,Engineering,Engineering,Female,1,Undergraduate,19,62.5,45.97,6.07,45.23,0
STU-00574,Health,Health,Male,0,Postgraduate,7,72.23,37.37,6.23,41.27,0
STU-00575,Health,Health,Male,1,Undergraduate,38,71.57,35.57,6.13,45.37,0
STU-00576,Arts,Humanities,Female,0,Undergraduate,7,67.6,53.17,5.87,47.57,0
STU-00577,Business,Business,Male,0,Postgraduate,14,67.93,46.5,6.2,50.33,0
STU-00578,Health,Health,Male,1,Undergraduate,46,66.43,40.6,6.0,40.8,0
STU-00579,Health,Health,Male,1,Undergraduate,10,61.8,43.53,5.73,52.47,0
STU-00580,Social Sciences,Social Sciences,Female,0,Undergraduate,35,74.03,49.97,5.83,42.27,0
STU-00581,Computing,Technology,Female,1,Undergraduate,15,70.77,37.73,6.3,46.67,0
STU-00582,Computing,Technology,Female,0,Undergraduate,32,77.93,52.7,6.57,35.73,0
STU-00583,Arts,Humanities,Female,1,Undergraduate,11,69.4,41.77,6.1,59.83,0
STU-00584,Computing,Technology,Female,0,Undergraduate,38,79.47,43.27,5.4,48.27,0
STU-00585,Business,Business,Female,0,Undergraduate,20,64.83,39.63,5.93,47.1,0
STU-00586,Computing,Technology,Female,1,Undergraduate,31,62.6,44.5,5.77,36.8,0
STU-00587,Engineering,Engineering,Female,0,Postgraduate,41,70.1,48.5,6.6,46.0,0
STU-00588,Engineering,Engineering,Female,1,Undergraduate,27,64.23,42.07,6.5,57.73,0
STU-00589,Social Sciences,Social Sciences,Female,0,Postgraduate,45,69.57,37.8,6.57,55.73,0
STU-00590,Computing,Technology,Male,0,Undergraduate,41,74.27,50.37,6.13,49.3,0
STU-00591,Engineering,Engineering,Female,1,Undergraduate,37,68.5,56.03,6.8,41.67,0
STU-00592,Engineering,Engineering,Female,0,Undergraduate,14,65.93,52.03,5.27,54.6,0
